zh_question,top_1,top_1_sim,top_2,top_2_sim,top_3,top_3_sim,top_4,top_4_sim,top_5,top_5_sim,gpt_pick,gpt_sim
465930626,kcgv26,0.6875,uw6ggs,0.6494,coafcu,0.642,hbwwz9,0.627,dkp2i2,0.623,uw6ggs,True
510235510,dmchpd,0.6836,eu6jxw,0.6655,f7tgdv,0.664,kfgiy4,0.6636,ikyyzx,0.66,dmchpd,True
30235984,z9r94s,0.681,cv3fbb,0.64,gzh2xe,0.615,d0097a,0.6094,10ms8bi,0.5986,z9r94s,True
435123560,jt3fzf,0.6147,fznwjy,0.5933,urj6vc,0.5894,e12jm0,0.584,c0syq6,0.581,fznwjy,True
298535589,vbr1nt,0.7065,g4k1j2,0.7056,v7as5x,0.6772,coargb,0.6675,qbhe1q,0.6616,g4k1j2,True
20249376,k0b63s,0.6455,btd4lk,0.64,c5efgk,0.6177,ewu3d2,0.582,p3shdq,0.5786,k0b63s,True
310681355,hten8k,0.5405,gpvjny,0.5312,br426u,0.523,dsoxsv,0.523,bx3k23,0.5073,gpvjny,True
52959145,vh8oml,0.5815,ckmc4s,0.579,jzo6ft,0.5786,xz9jd7,0.569,hieh81,0.5513,jzo6ft,True
50552999,hep2z4,0.632,hl216a,0.623,cczccy,0.619,l2ovhc,0.6177,fpwago,0.6084,l2ovhc,True
583888222,jr5jka,0.65,scv319,0.6475,x6ta69,0.6406,s1mdl5,0.6396,hr4mpl,0.639,jr5jka,True
449727307,hs5kta,0.6284,qf7q9z,0.621,gffoey,0.6187,c5hdbz,0.617,fc6w00,0.616,hs5kta,True
25673963,p65gwm,0.68,dlvuzn,0.673,okunba,0.667,myhwgi,0.6367,ep6k68,0.6304,dlvuzn,True
425630186,o5dzq9,0.6562,l7g8pz,0.656,10i7ro2,0.639,c0ly99,0.637,ot1pfb,0.629,l7g8pz,True
34478434,mzypbr,0.68,fatiwu,0.6055,butx7e,0.5967,d3dar1,0.5947,dmincl,0.584,butx7e,True
454868304,kmwxqz,0.583,i8oxw7,0.5806,sflq7c,0.576,eiz7o2,0.5596,rxa633,0.5566,kmwxqz,True
37942657,de5qjq,0.6313,jkricl,0.623,bkm0tk,0.6216,oo9ce0,0.6123,i7gcga,0.6074,i7gcga,True
20747331,bx3k23,0.51,hten8k,0.5083,p7e27r,0.4888,had8pd,0.476,g8lhgy,0.4736,bx3k23,True
21417111,ddopbx,0.631,etqze5,0.617,ocoghe,0.6113,gffoey,0.6094,n6xypi,0.608,etqze5,True
456190200,c28auy,0.6294,q2bk6v,0.6147,hsrwu6,0.6143,usfra0,0.613,e0yj3t,0.6104,q2bk6v,True
36068375,f9mhha,0.705,gq04cx,0.599,q3eww9,0.5977,hl216a,0.5977,e2njod,0.5947,f9mhha,True
320562276,encdly,0.581,gtxk0h,0.5586,cc9hth,0.558,dayrhj,0.557,ew53xx,0.554,encdly,True
49160668,tsyllw,0.624,vnyzyz,0.621,fxn7lo,0.6157,q5b40z,0.6123,c16bjb,0.607,c16bjb,True
19760437,kaiaum,0.6313,c5efgk,0.6284,v9skbv,0.6206,btd4lk,0.619,p3shdq,0.6167,v9skbv,True
458429442,ko7i19,0.707,e2z3a9,0.617,vyijg2,0.5977,ps90km,0.5806,fx7lyg,0.55,e2z3a9,True
24208442,c7pbs5,0.6157,de3lgp,0.564,fgnzj1,0.5366,cm1ssp,0.5254,defjio,0.5244,c7pbs5,True
19696897,f4kfb6,0.583,wrg9km,0.555,c799dm,0.5483,pff5kc,0.54,oi2dq7,0.533,wrg9km,True
408505049,byo506,0.618,gsgqn0,0.604,mnirlf,0.5854,e9k83j,0.585,cw67yw,0.585,cw67yw,True
477082125,bpzxee,0.64,dpa05q,0.624,fw6uc0,0.6133,kfopmy,0.6123,bnoq15,0.609,dpa05q,True
389122041,hiu7ta,0.609,l634ar,0.6064,gg4wuw,0.6016,11174qa,0.5923,fe7sgj,0.5903,11174qa,True
423741760,bk65pc,0.608,c4v8gp,0.58,ebzoxo,0.578,glghwn,0.569,n5lz8q,0.567,c4v8gp,True
66995027,gudg59,0.699,uwwubf,0.66,hntvte,0.652,p1glej,0.6494,rokm1h,0.6475,gudg59,True
351767835,u66ujo,0.6055,c1n3yx,0.6045,l47dr5,0.594,mpv710,0.564,m8r0o0,0.564,mpv710,True
454974387,f58jnt,0.704,mhx6ri,0.6807,gv28wg,0.677,c7dvti,0.671,zxjkvd,0.6553,c7dvti,True
430612834,fzp4qe,0.609,v8nssg,0.5537,v9ustb,0.5396,dlh8c2,0.5356,ermc0t,0.5347,fzp4qe,True
583082417,f9m4px,0.651,qykikj,0.6504,faby90,0.63,fdbgy4,0.6143,mnm1ln,0.6133,qykikj,True
452558701,g8hwqy,0.5894,v7uss9,0.5806,r2pb9k,0.578,pevgmi,0.5728,i1c5s1,0.5713,v7uss9,True
53299143,ci7i7z,0.6777,nv6j9s,0.668,gpyqg4,0.663,jezn7a,0.6606,fgq2b2,0.6577,jezn7a,True
21100397,k5381w,0.6797,lj2nrx,0.6685,11cr3io,0.662,o7itfa,0.656,rpmt34,0.6465,k5381w,True
519828027,gfmgax,0.678,fuogf7,0.6714,eqrflq,0.6704,p49ye4,0.6675,e43wd2,0.6587,eqrflq,True
279930365,ixxr7u,0.568,s2c6zg,0.548,mkvl34,0.535,xg02dl,0.529,fllwwc,0.5103,ixxr7u,True
427451041,dal8lm,0.7646,dt6wcx,0.7397,lkrkue,0.688,c9rquo,0.676,iihesg,0.6543,c9rquo,True
25573018,10m98kq,0.577,jm8jhs,0.5767,e6s8jf,0.548,emaozv,0.5474,dc3ufn,0.547,jm8jhs,True
302194898,gpyqg4,0.695,ge2juv,0.691,ky9h01,0.69,uhdlo9,0.687,pylisn,0.6865,ge2juv,True
29820668,ummf7q,0.656,xplct5,0.633,u1qher,0.632,ck2ghq,0.6313,sul263,0.63,xplct5,True
588405037,dfnxgn,0.6523,qkdm7a,0.6445,wtgeia,0.644,feb34w,0.635,bkw9lz,0.6343,feb34w,True
339494902,pkyshe,0.6533,pojylg,0.598,v5p4tw,0.594,gdlgsv,0.593,da88ds,0.588,pojylg,True
383643429,pq8plv,0.6353,dslalu,0.634,epoirz,0.633,paidid,0.6255,tzmh56,0.625,tzmh56,True
582119234,kfopmy,0.6357,fc6w00,0.6294,x1j61y,0.6016,gnwg35,0.5947,glh77p,0.591,glh77p,True
35853007,wq56ha,0.777,tslkj7,0.7227,cos1ot,0.642,n66k16,0.6284,dknu23,0.626,dknu23,True
495782573,mhx6ri,0.6606,fs4cwm,0.638,gjnwwb,0.627,nwi97y,0.621,g5147r,0.615,fs4cwm,True
282146502,k6yuc4,0.6675,dfnxgn,0.6343,nxbioi,0.6274,kq9nt9,0.614,10mfmwv,0.604,nxbioi,True
480637612,c1us6a,0.6636,ctspj5,0.618,bmdoxw,0.6123,ladcgp,0.599,c9ygw9,0.5933,bmdoxw,True
343166782,ix35tf,0.643,tbozqz,0.618,paycnx,0.6147,q8hatz,0.612,p2zb5h,0.607,ix35tf,True
434764252,x3rt3v,0.506,rw58z9,0.4727,u18h81,0.4663,z8ai5x,0.4639,mb71pw,0.463,mb71pw,True
564702258,bwe43w,0.5044,127xz13,0.4873,hpf5ef,0.474,rre6u4,0.4673,ohfhqt,0.4658,bwe43w,True
415586093,ko7i19,0.645,eiyio1,0.6094,dfnxgn,0.6006,dzaeed,0.577,swuewx,0.5723,swuewx,True
410959306,g8lhgy,0.501,e2f0jc,0.4832,hv98xr,0.4775,fdd292,0.4744,ix3sdu,0.4712,e2f0jc,True
470576274,yeevj7,0.659,brada2,0.6255,k00c9x,0.6245,ly154j,0.6206,hr83o2,0.6055,hr83o2,True
51108872,hgxxvq,0.592,kftmfo,0.5845,q8hatz,0.584,gp7mct,0.5825,gm6ujc,0.572,kftmfo,True
28615652,fd1c25,0.6123,hl0qh5,0.6084,p7d2ch,0.6025,jc97n1,0.6,dk7w52,0.599,jc97n1,True
349934010,jku1l0,0.594,n7rue1,0.5923,c7s80t,0.587,jrlcpn,0.5864,sn90a1,0.584,sn90a1,True
35564770,smrche,0.673,ez26ag,0.6616,e7z1tr,0.647,je5lx4,0.622,lks91f,0.6167,ez26ag,True
39846039,ed9qt7,0.651,d2zz3s,0.6396,c7zhui,0.6333,bsqkz0,0.633,evc5au,0.6294,d2zz3s,True
64508219,tp08an,0.6504,w9n603,0.628,g5rklq,0.6265,o0ozyv,0.6157,kcmbal,0.609,g5rklq,True
28675293,p0ev49,0.7,n133vk,0.6694,f58jnt,0.6494,i9ah6y,0.6406,eipasj,0.612,n133vk,True
24828159,tw4vf5,0.6626,e5l6ll,0.6074,m9ciim,0.598,elcg1e,0.584,bngali,0.582,e5l6ll,True
268116456,n93x2w,0.62,ggel4w,0.6123,ip0qja,0.61,pgpqy8,0.6055,f1rfb9,0.605,ggel4w,True
281094899,p6u6db,0.6816,ck6yh1,0.6553,jsqd5e,0.6387,brjdap,0.632,hzs7xx,0.6313,ck6yh1,True
286546221,dt8c8e,0.5894,wzfb8e,0.58,mzypbr,0.5703,wxedr2,0.5684,jkricl,0.565,wzfb8e,True
450941350,lirr0c,0.649,eujk9g,0.6157,g0y3mb,0.595,cmzzi1,0.5933,jdk7fl,0.589,cmzzi1,True
28585526,kvoy54,0.6255,11cmx7x,0.6,qkdm7a,0.599,kq8xgi,0.594,cnpuzq,0.583,cnpuzq,True
346736090,nd0b3i,0.654,mzypbr,0.6436,fa4ym0,0.643,wq56ha,0.638,crtzdt,0.6367,nd0b3i,True
19683263,c5hdbz,0.7275,sbb17d,0.6973,fl2s45,0.6875,pa4zbi,0.6846,k00c9x,0.6816,c5hdbz,True
306960282,nujmbq,0.682,hgtmby,0.6797,gqthwq,0.666,hprjbs,0.6436,n0qse0,0.6387,nujmbq,True
592595855,ly192t,0.543,mqj89s,0.5327,o93tu6,0.5215,m66zxs,0.5215,d1dk0w,0.5186,ly192t,True
31442865,pj5i54,0.649,p6u6db,0.624,ttw6na,0.6196,jz3uw5,0.617,dmpm2e,0.614,pj5i54,True
318574772,ewtgrt,0.614,t6syxn,0.575,njy5ag,0.5493,ueax4h,0.542,w4i2mr,0.536,njy5ag,True
356301925,w122t6,0.6187,d4ph8d,0.6143,e3zub4,0.606,irp1jh,0.6016,kedad8,0.5923,w122t6,True
29059616,rzxnea,0.5894,erpsyw,0.5845,mqdlit,0.549,flomn2,0.545,lt96v6,0.543,rzxnea,True
430384516,if907h,0.6436,hwengp,0.6323,volbr0,0.63,sez2no,0.6187,dqun25,0.6133,dqun25,True
27023321,ddkfx0,0.5757,erpsyw,0.573,fyt710,0.5244,gzh2xe,0.5215,p8rw9g,0.5127,ddkfx0,True
497807162,dtjsrt,0.6865,gzvvwn,0.649,od4diw,0.6343,pydvtb,0.6187,cqlo7k,0.616,pydvtb,True
51596785,de5qjq,0.6597,bpmngc,0.626,dmmyz6,0.6245,jkricl,0.624,fg4bx9,0.6006,fg4bx9,True
478428170,hj8pub,0.564,emgy6i,0.5576,fq9n42,0.5435,x1c8k1,0.541,e1i2gn,0.5356,hj8pub,True
27710918,n3vaki,0.576,cbgf80,0.538,n1ouiq,0.5264,ewghzw,0.514,127xz13,0.511,n1ouiq,True
264577987,nm0kx2,0.6064,euy7f8,0.553,fwjtxl,0.5513,mzypbr,0.538,h89wrc,0.5327,nm0kx2,True
467707190,rrqqpp,0.6353,k585sp,0.63,f0bfnl,0.6294,cu98gg,0.629,djwgki,0.618,k585sp,True
38325786,egr7ie,0.7153,cop4kv,0.7,e5jn61,0.694,gtv931,0.6777,cc3wao,0.664,egr7ie,True
422961195,do0wzt,0.686,ddarbz,0.683,m065os,0.6704,kjbm83,0.646,de5qjq,0.642,kjbm83,True
48359444,g6la6h,0.636,da43s6,0.6094,s2p5ys,0.607,l28kyk,0.605,f5s4bb,0.605,s2p5ys,True
20699314,du7r7u,0.577,mnovx4,0.527,g9pl9t,0.5264,g0pz45,0.521,r4dk15,0.5195,du7r7u,True
19924586,co9pvf,0.6074,hl216a,0.5986,ej6vbm,0.59,wlp60z,0.5894,1202z38,0.589,co9pvf,True
20037222,d7zcz3,0.6587,rmhdbc,0.5747,da5ilp,0.5625,ffkljv,0.5522,fzmusk,0.548,d7zcz3,True
20897896,cqkrj5,0.6567,ea11e1,0.618,wajd6g,0.5947,fzmrt3,0.588,bprusd,0.584,ea11e1,True
22059477,e08ru0,0.622,drhfon,0.5664,jkricl,0.549,od4diw,0.5483,m073v4,0.5435,e08ru0,True
405964688,f423c8,0.626,eya3t7,0.617,dxep42,0.614,nq8pok,0.6084,ocdafa,0.6074,nq8pok,True
20795770,cx2h01,0.6133,mgee4a,0.5737,me7j1v,0.5654,m8z1ap,0.554,ec2r1x,0.5522,me7j1v,True
27822122,eexm66,0.6284,nknlrm,0.6274,uply6n,0.6245,de5qjq,0.623,je5lx4,0.611,eexm66,True
21540418,dzaeed,0.6465,l47dr5,0.6177,lwns3t,0.605,nwj2ug,0.5938,k6yuc4,0.588,lwns3t,True
20137814,jeoglz,0.6216,n25wn2,0.621,k47pon,0.6206,fw8xph,0.598,pqb5dm,0.597,pqb5dm,True
55245779,xkm0c5,0.6133,bzot3k,0.603,hcdata,0.5996,iz2bra,0.5977,ko7i19,0.585,bzot3k,True
58708222,de5qjq,0.6685,dmmyz6,0.665,dmkjh5,0.641,lvc083,0.6387,mxohdf,0.638,dmkjh5,True
19985122,11o1s9s,0.598,nwj2ug,0.5933,kyi5ew,0.592,hf6h63,0.589,m1tc7c,0.586,m1tc7c,True
25039418,mzypbr,0.744,d3dar1,0.741,o1lqph,0.701,et5j0k,0.688,iz0wk6,0.6606,d3dar1,True
301678677,smrche,0.63,jxrzel,0.6284,hgotx3,0.6245,nod257,0.6196,emcrg6,0.6187,nod257,True
277377529,c1n3yx,0.6074,c5mx1h,0.5938,hf6ymu,0.588,rzrgaj,0.576,cm11p2,0.5728,c5mx1h,True
34381348,ehtaem,0.6807,io96px,0.662,fwuay6,0.627,gvijln,0.62,fdm6vm,0.614,io96px,True
313468879,faqxij,0.7705,zottqb,0.7363,sjacad,0.6997,x151tl,0.6963,pr5z1s,0.675,faqxij,True
47780201,wksapp,0.671,hmn4zb,0.6304,gwwdg0,0.608,lq20ta,0.608,l7jjzq,0.596,wksapp,True
278150073,fb4tf7,0.631,bvrmsn,0.626,juj0jy,0.598,c0ywiz,0.594,emiqxi,0.5933,fb4tf7,True
49654884,g67lzh,0.6094,boy72b,0.605,c7i4rw,0.6045,10ppvsk,0.599,szmkaa,0.598,10ppvsk,True
286565180,hc2oet,0.713,gffoey,0.68,fl2s45,0.671,g23hne,0.659,exer04,0.657,exer04,True
22528300,ko7i19,0.6445,11g8o03,0.6235,fp21jw,0.6216,eab1pw,0.6104,tkg879,0.582,eab1pw,True
328775527,mpnawc,0.5806,r2j9gd,0.5737,nybcy4,0.5645,tdggqz,0.564,g809vi,0.56,r2j9gd,True
449532914,c9quzk,0.5977,wzcx4o,0.58,x3aau3,0.5664,gz8fsf,0.5596,jfei5s,0.5586,c9quzk,True
55269512,bqboyb,0.669,o3b8bd,0.6533,v6d3fp,0.649,wlym6h,0.647,enmfz5,0.647,o3b8bd,True
544325124,w9n603,0.563,iu7sz5,0.5415,tt6scl,0.518,ml95fv,0.5093,hc8c8c,0.507,w9n603,True
28843439,hntvte,0.6855,eyxq88,0.672,i2d95z,0.6606,c7houq,0.6606,dqe8lq,0.6606,dqe8lq,True
311718177,ka9rjt,0.723,h89wrc,0.6997,bvhbmq,0.6553,ne6vmk,0.647,bzl2ue,0.6387,ka9rjt,True
263959851,hep2z4,0.6494,1270qus,0.6416,11pea19,0.6396,mod96o,0.6396,ras80y,0.638,11pea19,True
21781920,cqlo7k,0.6084,wf1xpl,0.5825,fb63zy,0.5767,zcw6b8,0.5747,mwlr4k,0.567,fb63zy,True
315688755,l7w67b,0.6387,ikulrg,0.628,meldco,0.597,dkrgpe,0.596,xxdbb6,0.5923,ikulrg,True
582636129,e9e7jz,0.6226,f59ak0,0.5845,il86cz,0.5737,iebo6k,0.5674,es6bqt,0.5674,f59ak0,True
20170499,vyijg2,0.7495,ko7i19,0.6562,emaozv,0.602,120ydx1,0.589,tkg879,0.5728,vyijg2,True
447046105,121dync,0.574,eef18m,0.56,esdvn4,0.5576,ciywdu,0.5425,dzfglk,0.5405,121dync,True
304263957,h8rl5i,0.6016,czrtuc,0.596,xyzwpx,0.5586,ob88a2,0.5405,y1rffu,0.529,czrtuc,True
25110456,t8o6fk,0.67,cczccy,0.6685,ck2ghq,0.664,u9clwb,0.6606,ey2sr0,0.659,u9clwb,True
551249177,z8ai5x,0.687,xvzg0t,0.6494,gq2l90,0.6455,m065os,0.6294,rrg3v7,0.6284,xvzg0t,True
26955316,fm900a,0.6387,q9wtn0,0.6045,127xz13,0.599,f4pom2,0.5913,wa7m7y,0.5894,fm900a,True
570551345,kckomo,0.6196,fs8dlk,0.5864,goceug,0.5835,fm4wku,0.58,vs9iug,0.5776,kckomo,True
60413281,p6u6db,0.6304,dmpm2e,0.6265,hhtcrl,0.574,hsd9ct,0.57,dq0yq8,0.57,hhtcrl,True
33878941,gw9a6n,0.6978,nrwdwx,0.6685,hfwcqj,0.656,zm5lzh,0.6553,oakvpo,0.6436,hfwcqj,True
342817628,10m98kq,0.631,emaozv,0.6025,dky584,0.5967,n3vaki,0.581,ko7i19,0.58,dky584,True
343258304,j0b39d,0.6533,hfxrgk,0.6396,xw0noq,0.6177,bk6nn6,0.6143,bqzmtf,0.611,bk6nn6,True
38666441,c6dpbg,0.52,vff1i7,0.5137,c47bip,0.5117,d9txm8,0.505,bmchca,0.505,vff1i7,True
57622120,dt81b5,0.5957,xoquel,0.5845,bwitv1,0.584,btc3m5,0.582,dd61hq,0.577,dt81b5,True
24125798,eef18m,0.6196,napxvo,0.6143,i8genc,0.605,eqkln1,0.599,dn81k5,0.598,napxvo,True
484520088,j5mlim,0.66,hplqp9,0.654,hmn4zb,0.649,ksif2y,0.644,w2gswp,0.6255,hplqp9,True
515130171,p0o819,0.6978,t1oyh9,0.6724,ex16mo,0.6714,121psas,0.6714,j3arew,0.6567,t1oyh9,True
21262792,eygddn,0.593,mi6pm6,0.581,x6ta69,0.574,hvcc0s,0.5703,fitliq,0.57,x6ta69,True
28937708,lyv8f3,0.5747,10cybk4,0.557,mlrsgj,0.5547,gnh325,0.551,jlze6u,0.548,10cybk4,True
46489836,cm2uus,0.603,wevurv,0.5967,dfnxgn,0.561,xioz50,0.5557,ttw6na,0.5483,cm2uus,True
48899459,bux47a,0.6304,jutduc,0.6123,lseorj,0.5947,hpby1m,0.5933,tslkj7,0.5806,lseorj,True
377648064,d55g23,0.6763,cdf13g,0.6714,lr231h,0.6577,ehco50,0.6494,t68a4h,0.6426,d55g23,True
397693260,p9kl5s,0.653,e6onmw,0.6416,ers9wf,0.638,g956oe,0.637,iz09cz,0.6367,iz09cz,True
20287544,mzypbr,0.656,dmincl,0.655,urow2h,0.6284,d277p2,0.628,heaqsj,0.62,d277p2,True
412437324,nd3ebw,0.7266,fnpvgh,0.674,vrklj2,0.666,ewlycm,0.6655,rmcmom,0.6562,nd3ebw,True
517338263,lcjvbh,0.6455,jwua5o,0.6035,tw4vf5,0.601,od4diw,0.598,g1csr2,0.594,g1csr2,True
272229463,cgdhen,0.632,gqthwq,0.629,n0qse0,0.625,g7zvgi,0.623,dr1w3k,0.6143,gqthwq,True
311884942,eirnvt,0.718,q8rffc,0.627,urc9vh,0.6123,fb4a4s,0.6064,ek0my6,0.601,q8rffc,True
22464127,gm7fp5,0.6367,cljs97,0.6357,gzvvwn,0.6343,k6yuc4,0.6343,dfnxgn,0.6313,gm7fp5,True
514794270,ei668u,0.5635,l1mkvu,0.529,cbn4oz,0.524,j8rtig,0.5166,pwo8uz,0.513,ei668u,True
19585680,jn6kul,0.654,w89hx6,0.647,xkq2f3,0.6304,uv19as,0.6123,etiqxl,0.6045,jn6kul,True
351244619,vnj3xv,0.6694,qxxjp0,0.66,gydyvx,0.653,vkgha8,0.6523,nybcy4,0.641,vnj3xv,True
538470445,km0hyo,0.585,f85v10,0.5713,d4rdfh,0.57,bukf47,0.5684,f4jjmi,0.5654,d4rdfh,True
19723585,puoc48,0.616,mesgr7,0.6094,i08wwj,0.6006,gqr958,0.5913,jv4y9e,0.5854,mesgr7,True
592005529,vjnb8e,0.743,qzqs3c,0.731,dffr62,0.688,c1ccnd,0.683,bjxhp8,0.6777,vjnb8e,True
21031319,m065os,0.627,hdhayw,0.6265,vkg0gw,0.625,dyp5ur,0.6245,g6khbg,0.6216,dyp5ur,True
265564247,gnpyra,0.6685,d53v9b,0.654,cnuk4y,0.6226,olvbho,0.616,mal89e,0.6113,gnpyra,True
38771338,kfopmy,0.6157,xiqs1t,0.5986,uwe90u,0.5967,emi73i,0.593,fd1c25,0.592,xiqs1t,True
23588429,esvf7a,0.6475,fbj2ku,0.64,dptw19,0.6367,tslkj7,0.6357,jutduc,0.635,fbj2ku,True
302335564,e6hcu9,0.6367,mkblq6,0.6357,hzso4m,0.625,e02usi,0.6245,eq9chc,0.624,e02usi,True
29925971,xyzwpx,0.596,g0pz45,0.5923,jb388w,0.5747,ew924g,0.572,c871t3,0.5596,jb388w,True
575971650,dml3n4,0.5996,emyebv,0.5874,eirnvt,0.582,sti3jl,0.5796,cudy2e,0.5674,dml3n4,True
554160146,ddq964,0.6777,f4fkey,0.6714,sow9n4,0.6587,fz8yeu,0.655,y807sl,0.652,sow9n4,True
409159820,yyfhzs,0.6978,c7houq,0.675,dafubj,0.6724,txawnd,0.6665,z0zkd3,0.6553,c7houq,True
342329791,eiq1mf,0.611,vl43ch,0.601,n66k16,0.5864,pshgvs,0.5757,i3u6ki,0.5737,vl43ch,True
27251347,tpvlzd,0.663,zdvvj8,0.6514,e15qse,0.6436,e93qml,0.633,ooqhmk,0.629,tpvlzd,True
325747415,mzypbr,0.717,dlrnej,0.669,ikbn2b,0.664,n4bm87,0.6636,dslalu,0.6606,ikbn2b,True
422964201,jh79np,0.615,xdsw1v,0.595,cvcqpq,0.595,emyj1l,0.5874,o4nc0w,0.574,cvcqpq,True
356294159,eu6jxw,0.73,vksx68,0.7163,kfgiy4,0.713,lqm5jw,0.696,tejfuo,0.693,vksx68,True
35813712,hdhayw,0.67,ic5fwb,0.67,bmaewc,0.6504,ctmy7u,0.6396,lnngwv,0.6353,bmaewc,True
357604110,f0fxtv,0.5273,cc1qc0,0.4548,k0pkoj,0.4543,gv28wg,0.445,f58jnt,0.4373,f0fxtv,True
399655328,10zvsff,0.6333,et39fc,0.578,fh11ie,0.5776,ideblx,0.5713,e6onmw,0.564,10zvsff,True
20467959,llyjut,0.556,fiy6fa,0.5464,xwrw5y,0.5405,ti2n03,0.531,f1jztw,0.53,f1jztw,True
470347009,jutduc,0.669,g1pqkr,0.6675,hpby1m,0.6523,q8blwe,0.6387,pkdab5,0.635,g1pqkr,True
368308943,vkgha8,0.648,fc6w00,0.629,vk248r,0.6226,heskhr,0.6216,qfzdbz,0.62,qfzdbz,True
352785195,fu35e8,0.6396,cneurp,0.5923,xs7u5z,0.587,o2g86k,0.587,lhcq37,0.585,fu35e8,True
446357926,xzt4ym,0.653,dg3clw,0.637,lrys0e,0.633,efp9t5,0.6313,iqughz,0.625,dg3clw,True
371211436,qr8l7i,0.6685,scr7y7,0.667,dj0iw7,0.6543,buveas,0.646,suw3sr,0.6445,qr8l7i,True
55471178,zlrib8,0.542,jkricl,0.532,tv7uwl,0.532,kyi5ew,0.5293,nwj2ug,0.528,zlrib8,True
267519579,cp6l74,0.6465,fcmw42,0.6313,e6hcu9,0.624,lt0nfs,0.604,vnfa4k,0.603,fcmw42,True
24951648,nnsgd3,0.6875,x6n4zn,0.655,q8hatz,0.6323,dkvhfj,0.628,116zx9d,0.627,nnsgd3,True
57846301,br426u,0.7505,gzvvwn,0.7056,cljs97,0.6978,l54y8o,0.694,dg34a7,0.683,l54y8o,True
28592283,f310u8,0.653,csc7k7,0.6494,fdlba6,0.6353,ko7i19,0.6313,fc6w00,0.621,f310u8,True
30119539,ddarbz,0.6387,ntb58o,0.6265,czpv1t,0.6245,j32jv9,0.614,jkricl,0.611,ntb58o,True
430471871,dzvwm5,0.5947,buotdl,0.5757,etcbc2,0.5747,tap7yw,0.562,f2sopd,0.56,etcbc2,True
22676474,nt9e2s,0.643,gxlvuw,0.5874,hapv4w,0.5728,encnfm,0.564,gkefqa,0.563,nt9e2s,True
300783078,ev4p6n,0.6074,mnck77,0.6025,koj92u,0.595,buuu83,0.5913,u3c2gu,0.5903,mnck77,True
533306641,gw9a6n,0.687,gfcaw8,0.627,lqyxz3,0.622,gzf5p2,0.6123,j4i0g8,0.6113,gw9a6n,True
383870307,xi5h3p,0.6006,fbdtok,0.593,heskhr,0.593,he41t9,0.5913,qsyjcf,0.5884,qsyjcf,True
430337356,fe620g,0.6094,gwz3p7,0.581,fhuoz1,0.577,d1iiqc,0.5723,c7zwgp,0.5693,gwz3p7,True
439823296,clkkvh,0.652,cg5udx,0.648,oq0z04,0.6475,gbcfjv,0.6465,gta0vx,0.6367,cg5udx,True
394749054,h89wrc,0.695,ne6vmk,0.6543,giz4mh,0.624,bvhbmq,0.615,es6bqt,0.6104,ne6vmk,True
528154356,u4wmya,0.6064,ep7cif,0.5747,i1rtry,0.566,g5xw8p,0.5347,kuagmk,0.5317,ep7cif,True
347998554,i3mdzh,0.655,oe5xyw,0.643,pgvr7h,0.6333,gikxcl,0.6313,nt6df0,0.6206,i3mdzh,True
50604695,ooqhmk,0.641,h7947f,0.6104,fb2hrk,0.585,elhprm,0.5815,ktdimk,0.5815,ooqhmk,True
286381041,fdm6vm,0.68,pylisn,0.663,i7jk7h,0.6616,nxvrr8,0.6597,l47dr5,0.658,i7jk7h,True
275920528,e77wl0,0.6177,ogk9k3,0.607,kwn9sj,0.6,w3vy4b,0.597,j94l05,0.5747,ogk9k3,True
27404195,n6xypi,0.6226,gffoey,0.6147,nqzl9f,0.6074,f70gg5,0.602,nkrolu,0.6006,nkrolu,True
20411759,rms7yp,0.665,wajd6g,0.6646,cnq6i5,0.651,ctznoq,0.6484,dxzhey,0.6426,cnq6i5,True
349877660,j64kfe,0.618,hl216a,0.602,u66ujo,0.5957,11hf607,0.594,j1nmz9,0.5894,j64kfe,True
400459581,kmxmn0,0.6445,l7usq5,0.5967,11uw8gv,0.591,rhhiaf,0.5864,cgrdoo,0.5684,kmxmn0,True
477714503,zottqb,0.718,sjacad,0.6763,k5oj16,0.6675,x151tl,0.6562,mlq33z,0.6553,sjacad,True
531538077,e1sxhm,0.656,lks91f,0.64,z8ai5x,0.611,rjp2yl,0.6084,qogf8b,0.5913,e1sxhm,True
47002844,dptw19,0.667,ih0xrd,0.6636,x151tl,0.6445,p6u6db,0.636,ue3dcn,0.6353,ih0xrd,True
302441515,r0lu05,0.7,o0rhte,0.6807,f5ulkn,0.68,q15g6r,0.6763,l47dr5,0.6743,r0lu05,True
592334171,sz71i1,0.6094,hzodt7,0.573,hsi03k,0.5635,fcjjir,0.563,f58jnt,0.5566,sz71i1,True
53516416,q15g6r,0.6724,dzaeed,0.6694,qp7vok,0.669,t8hvhc,0.6616,g1xb0z,0.645,t8hvhc,True
41512349,euq6db,0.6064,l4omu4,0.606,10oiltx,0.6,ehtaem,0.5938,g6nyl2,0.5938,l4omu4,True
379125111,lj2nrx,0.716,oieu8t,0.6157,enk1z1,0.594,w887q2,0.594,nv9aby,0.5923,oieu8t,True
39136755,czpv1t,0.6816,jfei5s,0.6704,gnvasx,0.6455,fnnbk1,0.634,q8hatz,0.6313,fnnbk1,True
25276379,eatdwz,0.6313,emaozv,0.617,ko7i19,0.6123,120ydx1,0.5854,i9lrt2,0.5796,eatdwz,True
